index,event_starttime,event_peaktime,event_endtime,goes_class_ind,goes_class,goes_class_val,integrated_flux,noaa_ar,position_hgs,hgs_lat,hgs_lon,hpc_x,hpc_y,event_end,peak_hour,unique_day
0,5,2012-08-30 12:02:00,2012-08-30 12:11:00,2012-08-30 12:14:00,M,M1.3,1.3e-05,3.9E-03,11563,,,,,,2012-08-30 12:14:00,12,2012-08-30
1,19,2012-09-02 10:15:00,2012-09-02 10:21:00,2012-09-02 10:26:00,C,C3.1,3.1e-06,1.5E-03,11553,,,,,,2012-09-02 10:26:00,10,2012-09-02
2,21,2012-09-02 18:00:00,2012-09-02 18:10:00,2012-09-02 18:15:00,C,C5.5,5.5e-06,2.7E-03,11560,,,,,,2012-09-02 18:15:00,18,2012-09-02
3,23,2012-09-03 10:29:00,2012-09-03 10:46:00,2012-09-03 10:59:00,C,C2.6,2.6e-06,3.7E-03,11564,,,,,,2012-09-03 10:59:00,10,2012-09-03
4,24,2012-09-03 13:06:00,2012-09-03 13:18:00,2012-09-03 13:31:00,C,C2.7,2.7e-06,3.2E-03,11564,,,,,,2012-09-03 13:31:00,13,2012-09-03
5,34,2012-09-06 15:13:00,2012-09-06 15:21:00,2012-09-06 15:30:00,C,C8.0,8e-06,4.9E-03,11560,,,,,,2012-09-06 15:30:00,15,2012-09-06
6,40,2012-09-08 17:35:00,2012-09-08 17:59:00,2012-09-08 18:20:00,M,M1.4,1.4e-05,2.8E-02,11564,,,,,,2012-09-08 18:20:00,17,2012-09-08
7,80,2012-09-30 14:21:00,2012-09-30 14:26:00,2012-09-30 14:33:00,C,C2.3,2.3e-06,1.1E-03,11575,N11W88,11.0,88.0,940.1106849533122,177.74601143960857,2012-09-30 14:33:00,14,2012-09-30
8,91,2012-10-08 11:05:00,2012-10-08 11:17:00,2012-10-08 11:23:00,M,M2.3,2.3e-05,1.1E-02,     ,N17E88,17.0,-88.0,-917.9388317617122,275.5997845279877,2012-10-08 11:23:00,11,2012-10-08
9,92,2012-10-08 13:52:00,2012-10-08 13:55:00,2012-10-08 14:29:00,C,C1.0,1e-06,2.0E-03,     ,S29E86,-29.0,-86.0,-837.7993381863926,-469.14800885407,2012-10-08 14:29:00,13,2012-10-08
10,95,2012-10-09 14:48:00,2012-10-09 15:01:00,2012-10-09 15:11:00,C,C1.9,1.9e-06,2.1E-03,     ,N14E88,14.0,-88.0,-931.6477657770738,227.52730089545943,2012-10-09 15:11:00,15,2012-10-09
11,96,2012-10-09 15:17:00,2012-10-09 15:25:00,2012-10-09 15:33:00,C,C5.9,5.9e-06,3.7E-03,     ,S29E86,-29.0,-86.0,-838.0511640370823,-469.2802698901919,2012-10-09 15:33:00,15,2012-10-09
12,130,2012-10-23 13:10:00,2012-10-23 13:15:00,2012-10-23 13:18:00,C,C2.3,2.3e-06,6.5E-04,11598,S14E53,-14.0,-53.0,-749.2089712021407,-283.6869485254907,2012-10-23 13:18:00,13,2012-10-23
13,131,2012-10-23 14:57:00,2012-10-23 15:00:00,2012-10-23 15:05:00,C,C2.8,2.8e-06,8.1E-04,11598,S14E52,-14.0,-52.0,-739.3038836729247,-284.8144781320124,2012-10-23 15:05:00,15,2012-10-23
14,162,2012-11-14 13:35:00,2012-11-14 13:45:00,2012-11-14 14:01:00,C,C4.3,4.3e-06,5.0E-03,11614,N18E40,18.0,-40.0,-594.8558715167455,264.859964613318,2012-11-14 14:01:00,13,2012-11-14
15,176,2012-11-20 12:36:00,2012-11-20 12:41:00,2012-11-20 12:46:00,M,M1.7,1.7e-05,6.3E-03,     ,N06E20,6.0,-20.0,-331.72124570561573,67.60135329478369,2012-11-20 12:46:00,12,2012-11-20
16,178,2012-11-20 15:18:00,2012-11-20 15:29:00,2012-11-20 15:41:00,C,C3.1,3.1e-06,3.3E-03,11618,N05E19,5.0,-19.0,-316.31335110007785,50.62360395659335,2012-11-20 15:41:00,15,2012-11-20
17,182,2012-11-21 15:10:00,2012-11-21 15:30:00,2012-11-21 15:38:00,M,M3.5,3.5000000000000004e-05,2.6E-02,11618,N05E05,5.0,-5.0,-84.71604812541045,50.8645616931263,2012-11-21 15:38:00,15,2012-11-21
18,208,2012-11-27 15:52:00,2012-11-27 15:57:00,2012-11-27 16:03:00,M,M1.6,1.6000000000000003e-05,5.8E-03,11618,N06W72,6.0,72.0,920.9641706920308,95.11899603075015,2012-11-27 16:03:00,15,2012-11-27
19,237,2012-12-25 12:58:00,2012-12-25 13:04:00,2012-12-25 13:07:00,C,C4.1,4.1e-06,1.2E-03,11635,N12W13,12.0,13.0,215.57346841543807,240.3856480659908,2012-12-25 13:07:00,13,2012-12-25
20,273,2013-01-11 14:51:00,2013-01-11 15:07:00,2013-01-11 15:24:00,M,M1.0,1e-05,1.4E-02,11654,N06E44,6.0,-44.0,-676.0471537644044,153.4824951856477,2013-01-11 15:24:00,15,2013-01-11
21,308,2013-02-17 15:26:00,2013-02-17 15:40:00,2013-02-17 15:43:00,C,C2.5,2.5e-06,1.5E-03,11675,N12E21,12.0,-21.0,-341.64740840694867,308.71055370862126,2013-02-17 15:43:00,15,2013-02-17
22,309,2013-02-17 15:45:00,2013-02-17 15:50:00,2013-02-17 15:52:00,M,M1.9,1.9e-05,2.9E-03,11675,N12E20,12.0,-20.0,-326.0706384596415,309.42998581951895,2013-02-17 15:52:00,15,2013-02-17
23,312,2013-02-20 11:08:00,2013-02-20 11:11:00,2013-02-20 11:13:00,C,C8.2,8.2e-06,9.9E-04,11678,N08W46,8.0,46.0,693.1575876761469,216.4082748301016,2013-02-20 11:13:00,11,2013-02-20
24,313,2013-02-20 14:52:00,2013-02-20 14:56:00,2013-02-20 14:58:00,C,C3.0,3e-06,4.6E-04,11678,N09W48,9.0,48.0,714.1092108345528,229.87151546908385,2013-02-20 14:58:00,14,2013-02-20
25,317,2013-02-24 13:17:00,2013-02-24 14:35:00,2013-02-24 14:57:00,C,C2.6,2.6e-06,8.0E-03,     ,N07W88,7.0,88.0,961.420320975374,121.3776328468116,2013-02-24 14:57:00,14,2013-02-24
26,318,2013-03-02 14:59:00,2013-03-02 15:11:00,2013-03-02 15:26:00,C,C1.9,1.9e-06,2.2E-03,11687,N08E88,8.0,-88.0,-957.7883889186196,137.8301883439009,2013-03-02 15:26:00,15,2013-03-02
27,347,2013-04-05 17:34:00,2013-04-05 17:48:00,2013-04-05 18:04:00,M,M2.2,2.2000000000000003e-05,2.6E-02,11719,N07E88,7.0,-88.0,-950.9953711952548,119.76516521633918,2013-04-05 18:04:00,17,2013-04-05
28,352,2013-04-07 15:55:00,2013-04-07 16:00:00,2013-04-07 16:04:00,C,C3.1,3.1e-06,9.0E-04,11718,N20E23,20.0,-23.0,-353.1315509167034,416.0677531911805,2013-04-07 16:04:00,16,2013-04-07
29,353,2013-04-07 16:49:00,2013-04-07 16:58:00,2013-04-07 17:09:00,C,C1.6,1.6e-06,1.6E-03,11713,N09W45,9.0,45.0,671.2382602945104,221.2768369848673,2013-04-07 17:09:00,16,2013-04-07
30,386,2013-04-18 17:56:00,2013-04-18 18:23:00,2013-04-18 19:04:00,C,C6.5,6.5e-06,1.9E-02,11719,N11W88,11.0,88.0,937.0874517684751,184.50628767342585,2013-04-18 19:04:00,18,2013-04-18
31,394,2013-04-21 14:16:00,2013-04-21 14:20:00,2013-04-21 14:23:00,C,C2.2,2.2e-06,5.6E-04,11726,N12W16,12.0,16.0,258.4219832283035,277.9596816636815,2013-04-21 14:23:00,14,2013-04-21
32,395,2013-04-21 16:00:00,2013-04-21 16:03:00,2013-04-21 16:06:00,C,C2.9,2.9e-06,5.9E-04,11726,N13W15,13.0,15.0,241.71170950855367,294.2007535265129,2013-04-21 16:06:00,16,2013-04-21
33,396,2013-04-21 18:35:00,2013-04-21 18:39:00,2013-04-21 18:42:00,C,C4.5,4.5e-06,1.0E-03,11726,N13W16,13.0,16.0,257.4056154638442,293.6569309037553,2013-04-21 18:42:00,18,2013-04-21
34,398,2013-04-22 10:22:00,2013-04-22 10:29:00,2013-04-22 10:31:00,M,M1.0,1e-05,2.3E-03,11726,N13W24,13.0,24.0,379.6856090344087,288.7778013822573,2013-04-22 10:31:00,10,2013-04-22
35,399,2013-04-23 13:27:00,2013-04-23 13:31:00,2013-04-23 13:34:00,C,C2.1,2.1e-06,4.9E-04,     ,N12W40,12.0,40.0,601.7956432994195,259.3075250990942,2013-04-23 13:34:00,13,2013-04-23
36,400,2013-04-23 14:05:00,2013-04-23 14:14:00,2013-04-23 14:16:00,C,C8.2,8.2e-06,1.9E-03,11726,N13W38,13.0,38.0,574.2148279555678,277.05503585625434,2013-04-23 14:16:00,14,2013-04-23
37,402,2013-04-23 15:04:00,2013-04-23 15:07:00,2013-04-23 15:09:00,C,C1.5,1.5e-06,2.2E-04,11726,N14W38,14.0,38.0,571.7952794034768,292.923713613252,2013-04-23 15:09:00,15,2013-04-23
38,403,2013-04-23 15:15:00,2013-04-23 15:18:00,2013-04-23 15:20:00,C,C2.5,2.5e-06,6.1E-04,11726,N13W38,13.0,38.0,574.2074889012273,276.996246118787,2013-04-23 15:20:00,15,2013-04-23
39,406,2013-04-24 09:57:00,2013-04-24 10:07:00,2013-04-24 10:18:00,C,C1.6,1.6e-06,1.7E-03,11726,N10W58,10.0,58.0,798.362301091832,207.1839603594439,2013-04-24 10:18:00,10,2013-04-24
40,408,2013-04-24 13:10:00,2013-04-24 13:23:00,2013-04-24 13:35:00,C,C1.2,1.2e-06,1.5E-03,11726,N11W59,11.0,59.0,804.2468382522849,222.0999856417769,2013-04-24 13:35:00,13,2013-04-24
41,409,2013-04-24 16:50:00,2013-04-24 16:58:00,2013-04-24 17:12:00,C,C2.5,2.5e-06,2.4E-03,11726,N11W61,11.0,61.0,820.476244941799,219.58421887336905,2013-04-24 17:12:00,16,2013-04-24
42,411,2013-04-25 10:43:00,2013-04-25 10:52:00,2013-04-25 11:10:00,C,C3.4,3.4e-06,4.4E-03,11726,N15W66,15.0,66.0,842.7745910195687,277.1491773354789,2013-04-25 11:10:00,10,2013-04-25
43,414,2013-04-25 17:09:00,2013-04-25 17:17:00,2013-04-25 17:23:00,C,C3.9,3.9e-06,2.1E-03,     ,N11W74,11.0,74.0,900.6603133314755,202.59805149255823,2013-04-25 17:23:00,17,2013-04-25
44,415,2013-04-25 17:24:00,2013-04-25 17:28:00,2013-04-25 17:32:00,C,C5.6,5.6e-06,1.7E-03,11726,N10W76,10.0,76.0,911.9377718396048,183.7239203804075,2013-04-25 17:32:00,17,2013-04-25
45,416,2013-04-25 19:34:00,2013-04-25 19:40:00,2013-04-25 19:43:00,C,C5.8,5.8e-06,1.9E-03,11726,N11W77,11.0,77.0,912.708603828853,198.6384649356713,2013-04-25 19:43:00,19,2013-04-25
46,418,2013-04-26 08:51:00,2013-04-26 08:57:00,2013-04-26 09:01:00,C,C3.4,3.4e-06,1.4E-03,11726,N10W88,10.0,88.0,938.2421828140504,167.63891061665626,2013-04-26 09:01:00,8,2013-04-26
47,419,2013-04-26 12:41:00,2013-04-26 12:57:00,2013-04-26 13:00:00,C,C3.5,3.5e-06,1.7E-03,11726,N11W88,11.0,88.0,935.1665251094422,183.9228285698593,2013-04-26 13:00:00,12,2013-04-26
48,420,2013-04-26 15:34:00,2013-04-26 15:43:00,2013-04-26 16:14:00,C,C4.4,4.4e-06,7.3E-03,11726,N09W88,9.0,88.0,940.9240560666524,151.27055188145482,2013-04-26 16:14:00,15,2013-04-26
49,423,2013-04-27 12:06:00,2013-04-27 12:17:00,2013-04-27 12:33:00,C,C3.1,3.1e-06,3.9E-03,11726,N11W88,11.0,88.0,934.9281700075728,183.84648717316563,2013-04-27 12:33:00,12,2013-04-27
50,425,2013-04-27 15:08:00,2013-04-27 15:13:00,2013-04-27 15:37:00,C,C1.9,1.9e-06,2.7E-03,11732,N11W88,11.0,88.0,934.8973352548804,183.8365438157504,2013-04-27 15:37:00,15,2013-04-27
51,428,2013-04-28 14:53:00,2013-04-28 14:56:00,2013-04-28 14:59:00,C,C1.9,1.9e-06,3.8E-04,11731,N10E28,10.0,-28.0,-442.19065726408735,229.44517395326403,2013-04-28 14:59:00,14,2013-04-28
52,430,2013-04-28 15:52:00,2013-04-28 15:55:00,2013-04-28 15:58:00,C,C3.7,3.7e-06,6.9E-04,11731,N09E35,9.0,-35.0,-541.6719388514757,208.47729951038923,2013-04-28 15:58:00,15,2013-04-28
53,432,2013-04-28 18:00:00,2013-04-28 18:04:00,2013-04-28 18:06:00,C,C3.6,3.6e-06,6.4E-04,11731,N09E27,9.0,-27.0,-428.8689280289691,213.62276809113573,2013-04-28 18:06:00,18,2013-04-28
54,443,2013-05-01 11:55:00,2013-05-01 12:03:00,2013-05-01 12:10:00,C,C1.8,1.8e-06,1.2E-03,11731,N10W07,10.0,7.0,114.75947580936476,232.7274351370936,2013-05-01 12:10:00,12,2013-05-01
55,444,2013-05-01 14:07:00,2013-05-01 14:14:00,2013-05-01 14:25:00,C,C6.6,6.6e-06,4.4E-03,11731,N10W07,10.0,7.0,114.75677688204443,232.57317438894248,2013-05-01 14:25:00,14,2013-05-01
56,454,2013-05-03 16:39:00,2013-05-03 16:55:00,2013-05-03 17:22:00,M,M1.3,1.3e-05,2.5E-02,11731,N11W38,11.0,38.0,577.000358153363,231.89831697135648,2013-05-03 17:22:00,16,2013-05-03
57,457,2013-05-04 12:23:00,2013-05-04 12:36:00,2013-05-04 12:42:00,C,C5.6,5.6e-06,3.6E-03,11739,N13E65,13.0,-65.0,-841.5256231005769,239.9525135256096,2013-05-04 12:42:00,12,2013-05-04
58,459,2013-05-04 16:07:00,2013-05-04 16:22:00,2013-05-04 16:44:00,C,C2.0,2e-06,3.9E-03,11731,N12W53,12.0,53.0,745.0081298143599,234.97409193632384,2013-05-04 16:44:00,16,2013-05-04
59,461,2013-05-04 19:31:00,2013-05-04 19:37:00,2013-05-04 19:42:00,C,C2.2,2.2e-06,9.5E-04,11739,N12E61,12.0,-61.0,-815.4302313593216,227.5145724460279,2013-05-04 19:42:00,19,2013-05-04
60,480,2013-05-09 16:33:00,2013-05-09 16:42:00,2013-05-09 16:55:00,C,C1.4,1.4e-06,1.5E-03,     ,N09E89,9.0,-89.0,-938.218607557239,149.31143910872518,2013-05-09 16:55:00,16,2013-05-09
61,483,2013-05-10 09:44:00,2013-05-10 09:50:00,2013-05-10 09:56:00,C,C1.8,1.8e-06,9.7E-04,11745,N12E88,12.0,-88.0,-928.6401934793683,199.00171131268883,2013-05-10 09:56:00,9,2013-05-10
62,484,2013-05-10 12:37:00,2013-05-10 12:56:00,2013-05-10 13:04:00,M,M1.3,1.3e-05,1.3E-02,11745,N12E89,12.0,-89.0,-928.9666983436329,198.0812083299725,2013-05-10 13:04:00,12,2013-05-10
63,485,2013-05-10 14:30:00,2013-05-10 14:37:00,2013-05-10 14:42:00,C,C2.5,2.5e-06,1.2E-03,11745,N13E88,13.0,-88.0,-925.008037431864,215.1381866111403,2013-05-10 14:42:00,14,2013-05-10
64,486,2013-05-10 16:30:00,2013-05-10 16:43:00,2013-05-10 17:25:00,C,C2.5,2.5e-06,6.9E-03,11739,N13W17,13.0,17.0,271.7294216773654,263.016937764678,2013-05-10 17:25:00,16,2013-05-10
65,488,2013-05-11 13:31:00,2013-05-11 13:59:00,2013-05-11 14:09:00,C,C2.2,2.2e-06,4.1E-03,11745,N11E82,11.0,-82.0,-923.6375570823438,187.94849467787097,2013-05-11 14:09:00,13,2013-05-11
66,492,2013-05-11 19:35:00,2013-05-11 19:48:00,2013-05-11 20:03:00,C,C8.0,8e-06,9.9E-03,11746,S28E73,-28.0,-73.0,-802.8280515100341,-432.8183485950073,2013-05-11 20:03:00,19,2013-05-11
67,513,2013-05-16 19:17:00,2013-05-16 19:24:00,2013-05-16 19:30:00,C,C4.8,4.8e-06,2.3E-03,11748,N10E43,10.0,-43.0,-639.1887143701315,194.5045974540597,2013-05-16 19:30:00,19,2013-05-16
68,514,2013-05-17 08:43:00,2013-05-17 08:57:00,2013-05-17 09:19:00,M,M3.2,3.2000000000000005e-05,4.4E-02,11748,N11E36,11.0,-36.0,-549.2348250602372,213.04891996158847,2013-05-17 09:19:00,8,2013-05-17
69,517,2013-05-19 09:08:00,2013-05-19 09:15:00,2013-05-19 09:24:00,C,C3.4,3.4e-06,2.1E-03,11750,S08W58,-8.0,58.0,798.1423187637816,-113.36996613950336,2013-05-19 09:24:00,9,2013-05-19
70,521,2013-05-19 15:07:00,2013-05-19 15:15:00,2013-05-19 15:24:00,C,C6.3,6.3e-06,3.3E-03,11750,S09W62,-9.0,62.0,828.5523647422638,-132.134115138366,2013-05-19 15:24:00,15,2013-05-19
71,522,2013-05-19 17:06:00,2013-05-19 17:24:00,2013-05-19 17:35:00,C,C4.2,4.2e-06,5.3E-03,     ,N09E89,9.0,-89.0,-936.260279352544,148.81461100059946,2013-05-19 17:35:00,17,2013-05-19
72,523,2013-05-19 17:07:00,2013-05-19 17:50:00,2013-05-19 18:18:00,C,C9.9,9.9e-06,2.3E-02,     ,N11E89,11.0,-89.0,-930.5087798675522,181.37688485961348,2013-05-19 18:18:00,17,2013-05-19
73,531,2013-05-22 13:08:00,2013-05-22 13:32:00,2013-05-22 14:08:00,M,M5.0,5e-05,1.4E-01,11745,N14W87,14.0,87.0,918.2983933350068,230.66298633812656,2013-05-22 14:08:00,13,2013-05-22
74,535,2013-05-23 14:43:00,2013-05-23 14:50:00,2013-05-23 15:00:00,C,C3.9,3.9e-06,2.7E-03,11756,S19E36,-19.0,-36.0,-528.3746303268708,-288.2571489576765,2013-05-23 15:00:00,14,2013-05-23
75,536,2013-05-23 15:25:00,2013-05-23 15:33:00,2013-05-23 15:49:00,C,C2.6,2.6e-06,2.9E-03,11756,S19E35,-19.0,-35.0,-515.6220123898238,-288.0483412124634,2013-05-23 15:49:00,15,2013-05-23
76,537,2013-05-23 18:20:00,2013-05-23 18:27:00,2013-05-23 18:39:00,C,C1.8,1.8e-06,1.7E-03,     ,S09E89,-9.0,-89.0,-935.5988034035544,-147.67549547753686,2013-05-23 18:39:00,18,2013-05-23
77,538,2013-05-23 18:41:00,2013-05-23 18:47:00,2013-05-23 18:54:00,C,C3.4,3.4e-06,1.9E-03,11756,S19E33,-19.0,-33.0,-489.63787454389967,-287.7706540180539,2013-05-23 18:54:00,18,2013-05-23
78,541,2013-05-25 10:39:00,2013-05-25 10:49:00,2013-05-25 10:59:00,C,C2.1,2.1e-06,1.9E-03,11755,N11E23,11.0,-23.0,-364.7405348722823,203.116536945168,2013-05-25 10:59:00,10,2013-05-25
79,543,2013-05-26 09:43:00,2013-05-26 09:57:00,2013-05-26 10:10:00,C,C3.8,3.8e-06,4.4E-03,11756,S16W12,-16.0,12.0,190.06505802965847,-241.23702028658016,2013-05-26 10:10:00,9,2013-05-26
80,546,2013-05-31 19:52:00,2013-05-31 20:00:00,2013-05-31 20:06:00,M,M1.0,1e-05,5.0E-03,11760,N12E42,12.0,-42.0,-621.2325982116163,205.56876805669404,2013-05-31 20:06:00,20,2013-05-31
